,File_List,Header,Text
143,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_75.png'],ADVERTISING AGENCIES,Friendson Associates 56 Pine St 5th Fl
144,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_76.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_77.png']",ADVERTISING AGENCIES,Goldsmith Tregar Co 274 Weybosset St Rm 601
145,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_78.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_79.png']",ADVERTISING AGENCIES,Goodchild & Eidson Inc 111 Westminster St Rm 1812
146,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_80.png'],ADVERTISING AGENCIES,Herr J Robt Associates Inc 81 S Angell St
147,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_81.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_82.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_83.png']",ADVERTISING AGENCIES,"HORTON CHURCH & GOFF INC 800 Turks Head Bldg, 76 Westminster St (02903). Tel 421-4901"
148,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_84.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_85.png']",ADVERTISING AGENCIES,Jones D V Associates 290 Westminster St Rm 501
149,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (1)_86.png'],ADVERTISING AGENCIES,King J Howard Inc 220 Howard Bldg
150,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_2.png'],ADVERTISING AGEN CIES-CONT D,Lawrence & Brooks Inc 12 Sheldon St
151,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_3.png'],ADVERTISING AGEN CIES-CONT D,Lorimer John A 36 Kennedy Plaza Rm 415
152,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_4.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_5.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_6.png']",ADVERTISING AGEN CIES-CONT D,"MAXFIELD JOSEPH CO 10 Dorrance St, Rm 540 (02903) Tel 421-4456 (See Index To Advertisers)"
153,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_7.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_8.png']",ADVERTISING AGEN CIES-CONT D,MC Cabe Frank & Associates Inc 40 Fountain St Rm 801
154,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_9.png'],ADVERTISING AGEN CIES-CONT D,Old Colony Advertising Co 566 S Main St
155,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_10.png'],ADVERTISING AGEN CIES-CONT D,Patterson George Co Inc Rm434 Howard Bldg
156,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_11.png'],ADVERTISING AGEN CIES-CONT D,Plum Nelly Co 141 Colonial Rd
157,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_12.png'],ADVERTISING AGEN CIES-CONT D,Project Oz-Ie Inc 212 Union St Rm 303
158,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_13.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_14.png']",ADVERTISING AGEN CIES-CONT D,R 1 Transit Advertising Inc 58 Weybosset St Rm 704
159,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_15.png'],ADVERTISING AGEN CIES-CONT D,R J La Chance Inc 76 Westminster St Rm 507
160,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_16.png'],ADVERTISING AGEN CIES-CONT D,R K P Associates 42 10th St
161,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_17.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_18.png']",ADVERTISING AGEN CIES-CONT D,Rhode Island Transit Advertising Inc 220 India St
162,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_19.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_20.png']",ADVERTISING AGEN CIES-CONT D,Rockwell Associates 146 Westminster St Rm 214
163,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_21.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_22.png']",ADVERTISING AGEN CIES-CONT D,Ross-Simons Advertising Co 290 Westminster St Rm 712
164,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_23.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_24.png']",ADVERTISING AGEN CIES-CONT D,Schift Arthur D Advertising 357 Westminster St Rm 306
165,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_25.png'],ADVERTISING AGEN CIES-CONT D,Spencer Bennett Nowak Inc 70 Harborside Dr
166,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_26.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_27.png']",ADVERTISING AGEN CIES-CONT D,Spencer Sheldon Associates Inc 189 Governor St Rm 202
167,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_28.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_29.png']",ADVERTISING AGEN CIES-CONT D,Stauch Vetromile Gilmore Inc 49 Weybosset St Rm 40
168,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_30.png'],ADVERTISING AGEN CIES-CONT D,Streiker & Co 296 Beneflt St
169,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_31.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_32.png']",ADVERTISING AGEN CIES-CONT D,Syneyenn Advertising 2247 Mineral Spring Av(N Prov)
170,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_33.png'],ADVERTISING AGEN CIES-CONT D,T & T Advertising 58 Weybosset St Rm 704
171,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_34.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_35.png']",ADVERTISING AGEN CIES-CONT D,Thorndike Associates Inc 58 Weybosset St Rm 704
172,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_36.png'],ADVERTISING AGEN CIES-CONT D,Today Inc Rear 339 Eddy St
173,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_37.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_38.png']",ADVERTISING AGEN CIES-CONT D,Toole Philip B Inc 76 Westminster St Rm 1312
174,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_39.png'],ADVERTISING AGEN CIES-CONT D,Williams Co The 108 Waterman St Apt 1a
175,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_42.png'],ADVERTISING-DIRECT MAIL,Baker W F Co Inc 36 Kennedy Plaza Rm 206
176,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_43.png'],ADVERTISING-DIRECT MAIL,Giannini P Inc 56 Pine St 5th Fl
177,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_45.png'],ADVERTISING-OUTDOOR,Standish Johnson Co 220 India St
178,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_46.png'],ADVERTISING-OUTDOOR,Such Co 220 India St
179,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_51.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_52.png']",ADVERTISING REPRESENTATIVES- NEWSPAPER AND MAGAZINE,Fitzgerald-Toole & Co Inc 274 Weybosset St 3d Fl Rm 301
180,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_53.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_54.png']",ADVERTISING REPRESENTATIVES- NEWSPAPER AND MAGAZINE,Mc Carthy J P Co Inc 274 Weybosset St Rm 301
181,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_56.png'],ADVERTISING SPECIALTIES,Adventure Specialties Inc 62 Sprague St
182,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_57.png'],ADVERTISING SPECIALTIES,Embassy Mfg Inc 289 Oak St
183,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_58.png'],ADVERTISING SPECIALTIES,Marquardt-Hudes Inc 141 Carolina Av
184,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_59.png'],ADVERTISING SPECIALTIES,Precious Products Corp 295 Harris Av 2nd Fl
185,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_62.png'],ADVERTISING-WINDOW DISPLAY,Joyce Card & Display Co 387 Charles St
186,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_65.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_66.png']",*AIR CONDITIONING CONTRACTORS,"HEVAC ENGINEERING CORP 185 Front St (Pawtucket; 02861), Tel 723-5950"
187,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_67.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_68.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_69.png']",*AIR CONDITIONING CONTRACTORS,"MUTUAL ENGINEERING SERVICE CO INC 304 Lockwood St (02907), Tel 351-3900"
188,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_74.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_75.png']",AIR CONDITIONING EQUIPMENT AND SUPPLIES-SALES AND SERVICE,Acme Heating & Air Conditioning Supply Co Inc 663 Charles St
189,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (2)_76.png'],AIR CONDITIONING EQUIPMENT AND SUPPLIES-SALES AND SERVICE,Lutz Engineering Co Inc 343 Broad St
190,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_2.png'],AIR FREIGHT AND EXPRESS,Moran Air Cargo 17 Exchange St Rm 200
191,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_4.png'],AIR LINE COMPANIES,American Airlines Howard Bldg
192,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_7.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_8.png']",AIRCRAFT CHARTER AND RENTAL SERVICE,De Hauilland Aircraft Leasing Co 32 Westminster St Rm 600
193,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_10.png'],ALLOYS,Acme Alloy Co 23 Bassett St
194,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_12.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_13.png']",ALTERATION SHOPS,Classical Alterations 290 Westminster St Rm 708
195,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_14.png'],ALTERATION SHOPS,Connie's Alteration Shop 607 Admiral St
196,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_15.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_16.png']",ALTERATION SHOPS,Miss Julie Alterations 334 Westminster St Rm 416
197,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_19.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_20.png']",ALUMINUM PRODUCTS DEALERS,Mount Pleasant Aluminum Prods Inc 292 Academy Av
198,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_21.png'],ALUMINUM PRODUCTS DEALERS,Natianal Exteriors Inc 161 Messer St
199,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_24.png'],ALUMINUM PRODUCTS MFRS,Built Rite Aluminum Products 43 Troy St
200,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_25.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_26.png']",ALUMINUM PRODUCTS MFRS,Reynolds Metals Development Corp 1 Weybosset Hill 7th Fl
201,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_28.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_29.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_30.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_31.png']",AMBULANCE SERVICE,"ALLSTATE AMBULANCE SERVICE INC 57 Budlong Rd (Cranston; 02920), Tel 944-4350 Branch Officez 7 Turner St, Warren, R I (02885), Tel 944-4350"
202,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_32.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_33.png']",AMBULANCE SERVICE,"EAST PROVIDENCE AMBULANCE CO 156 Warren Av (02914), Tel 434-3500"
203,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_35.png'],AMUSEMEN T COMPANIES,Games People Play 272 Thayer St
204,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_38.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_39.png']",AMUSEMENT MACHINES- COIN OPERATED,Alexion Chris Music 189 High Service Av (N Prov) .
205,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_41.png'],AMUSEMENT PLACES,
206,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_42.png'],AMUSEMENT PLACES,Arnaserama 239 Wickenden St
207,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_43.png'],AMUSEMENT PLACES,Cranston Ice Bowl 50 Harborside Dr
208,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_44.png'],AMUSEMENT PLACES,Mount Pleasant Stadium 2 Rialto St
209,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_45.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_46.png']",AMUSEMENT PLACES,Parente Amusement Co 44 Mc Arthur Dr (N Prov)
210,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_47.png'],AMUSEMENT PLACES,Providence Hockey Club Inc 1 La Salle Sq
211,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_48.png'],AMUSEMENT PLACES,Trigg*s Golf Course 1533 Chalkstone Av
212,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_50.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_51.png']",ANIMAL HOSPITALS,Belinsky Animal Hospital Inc 1177 Elmwood Av
213,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_53.png'],ANODIZING,Sta-Brite Inc 187 Public St
214,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_54.png'],ANODIZING,Swiss Anodizing Corp 60 Curtis St
215,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_56.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_57.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_58.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_59.png']",*ANSWERIN G SERVICE,"BUSINESS SECRETARIAL EXCHANGE INC 915 Industrial Bank Bldg 111 Westminster St (02903), Tel 421-0154 (See Index To Advertisers)"
216,['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_60.png'],*ANSWERIN G SERVICE,CAPITOL ANSWERING SERVICE-l414
217,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_61.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_62.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_52 (3)_63.png']",*ANSWERIN G SERVICE,"nAtwood Av (Johnston; 02919), frel- 631-5337 And 781-3848 (See 1116"" Advertisers)"
218,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_3.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_4.png']",ANTIQUES-DEALERS AND RESTORERS,Allen Beatrice Brabyn 130 Westminster St Rm 39
219,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_5.png'],ANTIQUES-DEALERS AND RESTORERS,Antique Corner 170 Wayland Av
220,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_6.png'],ANTIQUES-DEALERS AND RESTORERS,Antiques Unlimited 1039 Westminster St
221,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_7.png'],ANTIQUES-DEALERS AND RESTORERS,Artiques & Antiques 424 Wickenden St
222,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_8.png'],ANTIQUES-DEALERS AND RESTORERS,B & M Antique Shop 112 Reservoir Av
223,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_9.png'],ANTIQUES-DEALERS AND RESTORERS,Baker Cynthia D Mrs 85 Arnold St
224,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_10.png'],ANTIQUES-DEALERS AND RESTORERS,Cipolla & Gama 130 Westminster St Rm 51
225,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_11.png'],ANTIQUES-DEALERS AND RESTORERS,Enterprise Two Antiques 1407 Broad St
226,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_12.png'],ANTIQUES-DEALERS AND RESTORERS,Esmeralda 257 Thayer St
227,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_13.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_14.png']",ANTIQUES-DEALERS AND RESTORERS,Horn Of Plenty Antiques The Weybosset St 4th Fl
228,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_15.png'],ANTIQUES-DEALERS AND RESTORERS,Joyner's Cy Antique Gallery 1025 Eddy St
229,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_16.png'],ANTIQUES-DEALERS AND RESTORERS,King Alice Y Associates 125 Benefit St
230,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_17.png'],ANTIQUES-DEALERS AND RESTORERS,Rings Ransom Antiques 771 Hope St
231,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_18.png'],ANTIQUES-DEALERS AND RESTORERS,Kopecky Joan A 654 Plainfield St
232,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_19.png'],ANTIQUES-DEALERS AND RESTORERS,Laf'leur Steven H 15 Exeter St
233,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_20.png'],ANTIQUES-DEALERS AND RESTORERS,Little Shop The 130 Westminster St Rm 11
234,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_21.png'],ANTIQUES-DEALERS AND RESTORERS,Old Vic-Antique Etc 167 Benefit St
235,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_22.png'],ANTIQUES-DEALERS AND RESTORERS,Patty's Antiques 1470 Broad St
236,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_23.png'],ANTIQUES-DEALERS AND RESTORERS,Phebe's Sampler 130 Westminster St Rm 32
237,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_24.png'],ANTIQUES-DEALERS AND RESTORERS,Rre-Ample Antiques 738 Hope St
238,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_25.png'],ANTIQUES-DEALERS AND RESTORERS,Scrooge 81 Marley 271 Thaier St
239,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_26.png'],ANTIQUES-DEALERS AND RESTORERS,Unusual Antiques 149 Camp St
240,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_29.png'],APARTMENTS AND TOWN HOUSES,Abbruzzi Apartment House 545 Potters Av
241,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_30.png'],APARTMENTS AND TOWN HOUSES,Aberdeen Apartments 134 Benefit St
242,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_31.png'],APARTMENTS AND TOWN HOUSES,A1beranne Apartments 94 Medway St
243,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_32.png'],APARTMENTS AND TOWN HOUSES,Alden The Apts 88 Taft Av
244,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_33.png'],APARTMENTS AND TOWN HOUSES,Alumni East Apartments 9-11 Alumni Av
245,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_34.png'],APARTMENTS AND TOWN HOUSES,Angell Apartments 201 Angell St
246,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_35.png'],APARTMENTS AND TOWN HOUSES,Annex The 695 Westminster St
247,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_36.png'],APARTMENTS AND TOWN HOUSES,Arches The 3395 Elmwood Av
248,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_37.png'],APARTMENTS AND TOWN HOUSES,ArmandSApartments 454 Broadway
249,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_38.png'],APARTMENTS AND TOWN HOUSES,Armen Realty 430 Pine St
250,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_39.png'],APARTMENTS AND TOWN HOUSES,Aster Arms Apartments 50 Jewett St
251,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_40.png'],APARTMENTS AND TOWN HOUSES,Athenaeum Row 257 Benefit St
252,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_41.png'],APARTMENTS AND TOWN HOUSES,Bannigan Court Apartments 209 Medway St
253,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_42.png'],APARTMENTS AND TOWN HOUSES,Barbara Apartments Inc 34 Mawney St'
254,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_43.png'],APARTMENTS AND TOWN HOUSES,Barclay Apartments 131 Broadway -
255,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_44.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_45.png']",APARTMENTS AND TOWN HOUSES,Begkmor Apartments 1252 Douglds Av (N Prov)
256,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_46.png'],APARTMENTS AND TOWN HOUSES,Bellini Apts 347 Pine St
257,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_47.png'],APARTMENTS AND TOWN HOUSES,Bess Apartments 40 Sessions St
258,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_48.png'],APARTMENTS AND TOWN HOUSES,Beverly Court Apartments 381 Ives St'
259,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_49.png'],APARTMENTS AND TOWN HOUSES,Bilodeau Albert W 458 Pine St
260,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_50.png'],APARTMENTS AND TOWN HOUSES,Blackstone Apartments 522 Broad St
261,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_51.png'],APARTMENTS AND TOWN HOUSES,Blazar Sydney S 178 Ives St
262,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_52.png'],APARTMENTS AND TOWN HOUSES,Blazar Sydney S Apts 110 Benefit St
263,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_53.png'],APARTMENTS AND TOWN HOUSES,Bomes Edw Apartments 246 Gano St
264,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_54.png'],APARTMENTS AND TOWN HOUSES,Bomes Edw Associates 250 Gano St
265,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_55.png'],APARTMENTS AND TOWN HOUSES,Bradford House The 100 Atwells Av
266,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_56.png'],APARTMENTS AND TOWN HOUSES,Bridgham Block 1195 Westminster St
267,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_57.png'],APARTMENTS AND TOWN HOUSES,Broadway Apartments 235 Broadway
268,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_58.png'],APARTMENTS AND TOWN HOUSES,Broadway Plaza 61 Gesler St
269,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_59.png'],APARTMENTS AND TOWN HOUSES,Bromley Realty Co 101 Medway St
270,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_60.png'],APARTMENTS AND TOWN HOUSES,Brook Village 2080 Smith St (N Prov)
271,"['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_61.png', 'test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_62.png']",APARTMENTS AND TOWN HOUSES,Brown-Association For Cooperative Housing 166 Waterman St
272,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_63.png'],APARTMENTS AND TOWN HOUSES,Brownell Apartments 57 Brownell St
273,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_64.png'],APARTMENTS AND TOWN HOUSES,Buena Vista Apartments 230 Butler Av
274,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_65.png'],APARTMENTS AND TOWN HOUSES,
275,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_66.png'],APARTMENTS AND TOWN HOUSES,C & C Building 162 Clifford St
276,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_67.png'],APARTMENTS AND TOWN HOUSES,Cameo Apartments 1273 N Main St
277,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_68.png'],APARTMENTS AND TOWN HOUSES,Capitol Stationery Apartments 258 Broad St
278,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_69.png'],APARTMENTS AND TOWN HOUSES,Carol's Apartments 1390 Westminster St
279,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_70.png'],APARTMENTS AND TOWN HOUSES,Carriage House The 185 Hope St
280,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_71.png'],APARTMENTS AND TOWN HOUSES,Carroll Joseph P Tower 243-Smith St
281,['test/no_ads/margins_fixed/cropped/entry/1978_Page_53 (1)_72.png'],APARTMENTS AND TOWN HOUSES,Cathedral Square Apartments 5 Cathedral Sq
